;league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
416;TT Cup (Ucrania);1;g_25_p0rstUyn;Finalizado;2021-01-28 00:00:00;Sukovatiy I. (Ukr);Vakulenko D. (Ukr);1;3;[{'home': 11, 'away': 5}, {'home': 3, 'away': 11}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];1.83;1.83
417;TT Cup (Ucrania);1;g_25_8zBirE31;Finalizado;2021-01-28 00:00:00;Yarovoy V. (Ukr);Demidov S. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 13, 'away': 11}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];1.42;2.55
418;TT Cup (Ucrania);1;g_25_QLEdHQ97;Finalizado;2021-01-28 00:00:00;Belskyi O. (Ukr);Maksiuta V. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 4}, {'home': 11, 'away': 5}];;
419;TT Cup (Ucrania);1;g_25_vqwQIwoC;Finalizado;2021-01-28 00:00:00;Omitsynskyi Y. (Ukr);Matviienko S. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 4, 'away': 11}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}];3.85;1.19
420;TT Cup (Ucrania);1;g_25_8zXMcg3l;Finalizado;2021-01-28 00:00:00;Pinchuk O. (Ukr);Shevchuk O. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 14, 'away': 12}, {'home': 11, 'away': 7}];1.35;2.82
421;TT Cup (Ucrania);1;g_25_4rr1SjI8;Finalizado;2021-01-28 00:00:00;Vorsuliak Y. (Ukr);Vakarash R. (Ukr);1;3;[{'home': 4, 'away': 11}, {'home': 11, 'away': 8}, {'home': 8, 'away': 11}, {'home': 7, 'away': 11}];1.55;2.22
422;TT Cup (Ucrania);1;g_25_GGxYXWqP;Finalizado;2021-01-28 00:00:00;Derypaska R. (Ukr);Cherevko R. (Ukr);3;2;[{'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 1, 'away': 11}, {'home': 11, 'away': 8}];1.83;1.83
423;TT Cup (Ucrania);1;g_25_xhbPVOds;Finalizado;2021-01-28 00:00:00;Petukhov V. (Ukr);Dubrovin D. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 5, 'away': 11}, {'home': 3, 'away': 11}];1.58;2.15
424;TT Cup (Ucrania);1;g_25_2ywnulih;Finalizado;2021-01-28 00:00:00;Alekseenko D. (Ukr);Ivanov R. (Ukr);3;1;[{'home': 10, 'away': 12}, {'home': 11, 'away': 6}, {'home': 11, 'away': 6}, {'home': 11, 'away': 6}];1.42;2.55
425;TT Cup (Ucrania);1;g_25_QDKXuAn8;Finalizado;2021-01-28 00:00:00;Molochko A. (Ukr);Teterya U. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 5, 'away': 11}];1.42;2.55
426;TT Cup (Ucrania);1;g_25_M7SUHc0I;Finalizado;2021-01-28 00:00:00;Telugin Z. (Ukr);Sapronov O. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 11, 'away': 13}, {'home': 11, 'away': 5}, {'home': 8, 'away': 11}, {'home': 3, 'away': 11}];1.52;2.28
427;TT Cup (Ucrania);1;g_25_2cWQdDIf;Finalizado;2021-01-28 00:00:00;Treshchetka M. (Ukr);Mykhalus O. (Ukr);3;1;[{'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 4}, {'home': 11, 'away': 3}];1.35;2.82
428;TT Cup (Ucrania);1;g_25_n7X5RAXE;Finalizado;2021-01-28 00:00:00;Ivasiv V. (Ukr);Nykyforuk S. (Ukr);3;1;[{'home': 14, 'away': 16}, {'home': 11, 'away': 4}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];1.88;1.78
429;TT Cup (Ucrania);1;g_25_IPOaTjht;Finalizado;2021-01-28 00:00:00;Trofimov M. (Ukr);Zemiantsev S. (Ukr);3;0;[{'home': 11, 'away': 3}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}];1.78;1.88
430;TT Cup (Ucrania);1;g_25_GrcTUrCm;Finalizado;2021-01-28 00:00:00;Zaderei P. (Ukr);Rikun M. (Ukr);3;1;[{'home': 6, 'away': 11}, {'home': 18, 'away': 16}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}];2.55;1.42
431;TT Cup (Ucrania);1;g_25_tSyjv86b;Finalizado;2021-01-28 00:00:00;Yakovenko A. (Ukr);Ovcharenko M. (Ukr);3;2;[{'home': 11, 'away': 5}, {'home': 14, 'away': 12}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 3}];1.58;2.15
432;TT Cup (Ucrania);1;g_25_zkyfwSL4;Finalizado;2021-01-28 00:00:00;Sukovatiy I. (Ukr);Alekseenko D. (Ukr);1;3;[{'home': 6, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 7, 'away': 11}];2.08;1.63
433;TT Cup (Ucrania);1;g_25_nPvbxnyB;Finalizado;2021-01-28 00:00:00;Vakulenko D. (Ukr);Ovcharenko M. (Ukr);3;0;[{'home': 11, 'away': 3}, {'home': 11, 'away': 6}, {'home': 11, 'away': 7}];2.82;1.35
434;TT Cup (Ucrania);1;g_25_G2ejVBp3;Finalizado;2021-01-28 00:00:00;Molochko O. (Ukr);Rutskiy S. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 9, 'away': 11}];;
435;TT Cup (Ucrania);1;g_25_8YHfCCdE;Finalizado;2021-01-28 00:00:00;Kolos Y. (Ukr);Sidorak N. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 12, 'away': 10}, {'home': 11, 'away': 8}];2.08;1.63
436;TT Cup (Ucrania);1;g_25_xIqaTkFF;Finalizado;2021-01-28 00:00:00;Zaychenko V. (Ukr);Presnyakov M. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];;
437;TT Cup (Ucrania);1;g_25_UmU2y6jH;Finalizado;2021-01-28 00:00:00;Ivanov R. (Ukr);Yakovenko A. (Ukr);1;3;[{'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 7, 'away': 11}, {'home': 3, 'away': 11}];2.17;1.57
438;TT Cup (Ucrania);1;g_25_bRpeUVa9;Finalizado;2021-01-28 00:00:00;Tokar V. (Ukr);Udod I. (Ukr);1;3;[{'home': 11, 'away': 4}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}, {'home': 3, 'away': 11}];1.55;2.22
439;TT Cup (Ucrania);1;g_25_KGonqgBU;Finalizado;2021-01-28 00:00:00;Mosuk N. (Ukr);Berezynskyi S. (Ukr);2;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 1}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}];;
440;TT Cup (Ucrania);1;g_25_2eHbBWBK;Finalizado;2021-01-28 00:00:00;Zharskiy V. (Ukr);Pidleteichuk P. (Ukr);2;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 3}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}];1.5;2.3
441;TT Cup (Ucrania);1;g_25_Whb2S9UL;Finalizado;2021-01-28 00:00:00;Naida O. (Ukr);Grushko V. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 4, 'away': 11}, {'home': 7, 'away': 11}];;
442;TT Cup (Ucrania);1;g_25_zJQbMjLE;Finalizado;2021-01-28 00:00:00;Kohut B. (Ukr);Yaremchuk D. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 11, 'away': 4}, {'home': 8, 'away': 11}, {'home': 11, 'away': 8}];;
443;TT Cup (Ucrania);1;g_25_hfL3LAzL;Finalizado;2021-01-28 00:00:00;Tuzhilin A. (Ukr);May I. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 9}, {'home': 11, 'away': 8}];;
444;TT Cup (Ucrania);1;g_25_Aqc6RTqS;Finalizado;2021-01-28 00:00:00;Samaray M. (Ukr);Rutskiy S. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 7, 'away': 11}];;
445;TT Cup (Ucrania);1;g_25_vLE80ft5;Finalizado;2021-01-28 00:00:00;Simonchuk D. (Ukr);Mosuk N. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
446;TT Cup (Ucrania);1;g_25_GbL2AjRQ;Finalizado;2021-01-28 00:00:00;Petryshyn I. (Ukr);Sidorak N. (Ukr);3;1;[{'home': 4, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 6}, {'home': 12, 'away': 10}];1.63;2.08
447;TT Cup (Ucrania);1;g_25_OnNutTbL;Finalizado;2021-01-28 00:00:00;Butkov M. (Ukr);Presnyakov M. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 9, 'away': 11}, {'home': 3, 'away': 11}];;
448;TT Cup (Ucrania);1;g_25_2TAwF8Dl;Finalizado;2021-01-28 00:00:00;Tuzhilin A. (Ukr);Kohut B. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 11, 'away': 1}];;
449;TT Cup (Ucrania);1;g_25_ph0rESSf;Finalizado;2021-01-28 00:00:00;May I. (Ukr);Yaremchuk D. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}, {'home': 11, 'away': 4}];;
450;TT Cup (Ucrania);1;g_25_GQZYMmhq;Finalizado;2021-01-28 00:00:00;Molochko O. (Ukr);Tokar V. (Ukr);1;3;[{'home': 10, 'away': 12}, {'home': 7, 'away': 11}, {'home': 11, 'away': 5}, {'home': 10, 'away': 12}];1.7;1.96
451;TT Cup (Ucrania);1;g_25_IBDCaEeB;Finalizado;2021-01-28 00:00:00;Bedriychuk V. (Ukr);Berezynskyi S. (Ukr);1;3;[{'home': 4, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 3}, {'home': 13, 'away': 15}];;
452;TT Cup (Ucrania);1;g_25_MubV5AZs;Finalizado;2021-01-28 00:00:00;Kolos Y. (Ukr);Zharskiy V. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 5, 'away': 11}];3.5;1.23
453;TT Cup (Ucrania);1;g_25_8KbCz7Mr;Finalizado;2021-01-28 00:00:00;Zaychenko V. (Ukr);Naida O. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}];;
454;TT Cup (Ucrania);1;g_25_OranDnr1;Finalizado;2021-01-28 00:00:00;May I. (Ukr);Kohut B. (Ukr);3;1;[{'home': 11, 'away': 4}, {'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}];;
455;TT Cup (Ucrania);1;g_25_W8bjC6c7;Finalizado;2021-01-28 00:00:00;Tuzhilin A. (Ukr);Yaremchuk D. (Ukr);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 4}, {'home': 11, 'away': 1}];;
456;TT Cup (Ucrania);1;g_25_UTwwM77k;Finalizado;2021-01-28 00:00:00;Samaray M. (Ukr);Udod I. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 10, 'away': 12}, {'home': 5, 'away': 11}];;
457;TT Cup (Ucrania);1;g_25_zm8HbYAH;Finalizado;2021-01-28 00:00:00;Bedriychuk V. (Ukr);Mosuk N. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}];;
458;TT Cup (Ucrania);1;g_25_0WdZ4Ull;Finalizado;2021-01-28 00:00:00;Petryshyn I. (Ukr);Pidleteichuk P. (Ukr);2;3;[{'home': 13, 'away': 11}, {'home': 5, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 2}, {'home': 11, 'away': 13}];2.28;1.52
459;TT Cup (Ucrania);1;g_25_xf3GZQyk;Finalizado;2021-01-28 00:00:00;Butkov M. (Ukr);Grushko V. (Ukr);0;3;[{'home': 2, 'away': 11}, {'home': 7, 'away': 11}, {'home': 3, 'away': 11}];;
460;TT Cup (Ucrania);1;g_25_bJbVCwlI;Finalizado;2021-01-28 00:00:00;Kohut B. (Ukr);Yaremchuk D. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 9}, {'home': 11, 'away': 5}];;
461;TT Cup (Ucrania);1;g_25_trlzCc3O;Finalizado;2021-01-28 00:00:00;Tuzhilin A. (Ukr);May I. (Ukr);3;2;[{'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 7}];;
462;TT Cup (Ucrania);1;g_25_OjwsLRMe;Finalizado;2021-01-28 00:00:00;Tokar V. (Ukr);Rutskiy S. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 1}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];2.08;1.63
463;TT Cup (Ucrania);1;g_25_Ew7LchQN;Finalizado;2021-01-28 00:00:00;Simonchuk D. (Ukr);Berezynskyi S. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 5}, {'home': 11, 'away': 9}];;
464;TT Cup (Ucrania);1;g_25_Gp2KYpie;Finalizado;2021-01-28 00:00:00;Naida O. (Ukr);Presnyakov M. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}];;
465;TT Cup (Ucrania);1;g_25_8ddw4l4f;Finalizado;2021-01-28 00:00:00;Zharskiy V. (Ukr);Sidorak N. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 5}];1.55;2.22
466;TT Cup (Ucrania);1;g_25_W6TqW0lt;Finalizado;2021-01-28 00:00:00;May I. (Ukr);Yaremchuk D. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 3}, {'home': 11, 'away': 7}];;
467;TT Cup (Ucrania);1;g_25_2sxoKox2;Finalizado;2021-01-28 00:00:00;Samaray M. (Ukr);Tokar V. (Ukr);0;3;[{'home': 3, 'away': 11}, {'home': 4, 'away': 11}, {'home': 6, 'away': 11}];2.17;1.57
468;TT Cup (Ucrania);1;g_25_KYnvBHIU;Finalizado;2021-01-28 00:00:00;Tuzhilin A. (Ukr);Kohut B. (Ukr);3;1;[{'home': 11, 'away': 1}, {'home': 7, 'away': 11}, {'home': 11, 'away': 2}, {'home': 11, 'away': 3}];;
469;TT Cup (Ucrania);1;g_25_AuNi4xst;Finalizado;2021-01-28 00:00:00;Bedriychuk V. (Ukr);Simonchuk D. (Ukr);1;3;[{'home': 12, 'away': 14}, {'home': 2, 'away': 11}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}];;
470;TT Cup (Ucrania);1;g_25_nmes38J0;Finalizado;2021-01-28 00:00:00;Petryshyn I. (Ukr);Zharskiy V. (Ukr);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}];2.17;1.57
471;TT Cup (Ucrania);1;g_25_b9iPX461;Finalizado;2021-01-28 00:00:00;Butkov M. (Ukr);Naida O. (Ukr);2;3;[{'home': 10, 'away': 12}, {'home': 11, 'away': 4}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 7, 'away': 11}];3.9;1.19
472;TT Cup (Ucrania);1;g_25_AcSmVK3n;Finalizado;2021-01-28 00:00:00;May I. (Ukr);Kohut B. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];;
473;TT Cup (Ucrania);1;g_25_hMHhUvJh;Finalizado;2021-01-28 00:00:00;Tuzhilin A. (Ukr);Yaremchuk D. (Ukr);3;1;[{'home': 14, 'away': 12}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 11, 'away': 3}];;
474;TT Cup (Ucrania);1;g_25_vaLTrVE2;Finalizado;2021-01-28 00:00:00;Molochko O. (Ukr);Udod I. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 4, 'away': 11}, {'home': 7, 'away': 11}];2.15;1.58
475;TT Cup (Ucrania);1;g_25_UBpn2SY6;Finalizado;2021-01-28 00:00:00;Kolos Y. (Ukr);Pidleteichuk P. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 5}, {'home': 11, 'away': 9}];3.0;1.3
476;TT Cup (Ucrania);1;g_25_806PdCuU;Finalizado;2021-01-28 00:00:00;Mosuk N. (Ukr);Bedriychuk V. (Ukr);3;2;[{'home': 11, 'away': 4}, {'home': 11, 'away': 7}, {'home': 8, 'away': 11}, {'home': 10, 'away': 12}, {'home': 11, 'away': 6}];;
477;TT Cup (Ucrania);1;g_25_CCeTWOL7;Finalizado;2021-01-28 00:00:00;Zaychenko V. (Ukr);Grushko V. (Ukr);3;2;[{'home': 11, 'away': 2}, {'home': 9, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 5}, {'home': 11, 'away': 9}];1.53;2.26
478;TT Cup (Ucrania);1;g_25_WpK7KUkR;Finalizado;2021-01-28 00:00:00;Kovalov O. (Ukr);Vovk V. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 7}, {'home': 11, 'away': 7}];3.25;1.27
479;TT Cup (Ucrania);1;g_25_lQ6ZFlbr;Finalizado;2021-01-28 00:00:00;Plishilo V. (Ukr);Shcherbak D. (Ukr);3;1;[{'home': 11, 'away': 4}, {'home': 11, 'away': 4}, {'home': 6, 'away': 11}, {'home': 11, 'away': 7}];1.68;1.98
480;TT Cup (Ucrania);1;g_25_IkKXskU8;Finalizado;2021-01-28 00:00:00;Samaray M. (Ukr);Molochko O. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 6, 'away': 11}, {'home': 4, 'away': 11}];3.85;1.19
481;TT Cup (Ucrania);1;g_25_rgcihWmo;Finalizado;2021-01-28 00:00:00;Berezynskyi S. (Ukr);Mosuk N. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 8, 'away': 11}];;
482;TT Cup (Ucrania);1;g_25_rFlj1nlD;Finalizado;2021-01-28 00:00:00;Petryshyn I. (Ukr);Kolos Y. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 7, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}];4.05;1.18
483;TT Cup (Ucrania);1;g_25_QFqBe8b8;Finalizado;2021-01-28 00:00:00;Butkov M. (Ukr);Zaychenko V. (Ukr);0;3;[{'home': 4, 'away': 11}, {'home': 7, 'away': 11}, {'home': 7, 'away': 11}];;
484;TT Cup (Ucrania);1;g_25_C4ywzAkE;Finalizado;2021-01-28 00:00:00;Kovalov O. (Ukr);Plishilo V. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}];2.7;1.38
485;TT Cup (Ucrania);1;g_25_AacfBQCD;Finalizado;2021-01-28 00:00:00;Ponomarenko S. (Ukr);Vovk V. (Ukr);2;3;[{'home': 11, 'away': 8}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}, {'home': 5, 'away': 11}];1.88;1.78
486;TT Cup (Ucrania);1;g_25_CCJys9qF;Finalizado;2021-01-28 00:00:00;Udod I. (Ukr);Rutskiy S. (Ukr);3;1;[{'home': 11, 'away': 2}, {'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 11, 'away': 6}];2.7;1.38
487;TT Cup (Ucrania);1;g_25_pbyzHFQo;Finalizado;2021-01-28 00:00:00;Simonchuk D. (Ukr);Bedriychuk V. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 13, 'away': 11}, {'home': 18, 'away': 16}];;
488;TT Cup (Ucrania);1;g_25_dIxYPVQD;Finalizado;2021-01-28 00:00:00;Pidleteichuk P. (Ukr);Sidorak N. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 4, 'away': 11}];1.45;2.47
489;TT Cup (Ucrania);1;g_25_46rFfSDE;Finalizado;2021-01-28 00:00:00;Grushko V. (Ukr);Presnyakov M. (Ukr);3;1;[{'home': 7, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 4}, {'home': 11, 'away': 6}];1.55;2.22
490;TT Cup (Ucrania);1;g_25_Ot46IsKt;Finalizado;2021-01-28 00:00:00;Ponomarenko S. (Ukr);Shcherbak D. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 13, 'away': 15}];2.42;1.47
491;TT Cup (Ucrania);1;g_25_I33AH1Zn;Finalizado;2021-01-28 00:00:00;Plishilo V. (Ukr);Vovk V. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 12, 'away': 14}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}];1.93;1.73
492;TT Cup (Ucrania);1;g_25_OlzvGZuh;Finalizado;2021-01-28 00:00:00;Simonchuk D. (Ukr);Mosuk N. (Ukr);2;3;[{'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 11, 'away': 13}, {'home': 11, 'away': 8}, {'home': 4, 'away': 11}];;
493;TT Cup (Ucrania);1;g_25_df2EGLlg;Finalizado;2021-01-28 00:00:00;Ponomarenko S. (Ukr);Plishilo V. (Ukr);3;2;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 8}, {'home': 15, 'away': 13}, {'home': 11, 'away': 7}];1.5;2.3
494;TT Cup (Ucrania);1;g_25_EVdJFu4a;Finalizado;2021-01-28 00:00:00;Kovalov O. (Ukr);Shcherbak D. (Ukr);1;3;[{'home': 13, 'away': 11}, {'home': 5, 'away': 11}, {'home': 8, 'away': 11}, {'home': 6, 'away': 11}];2.4;1.48
495;TT Cup (Ucrania);1;g_25_hOvrFgeb;Finalizado;2021-01-28 00:00:00;Berezynskyi S. (Ukr);Bedriychuk V. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 7, 'away': 11}];;
496;TT Cup (Ucrania);1;g_25_hMeNEaJ5;Finalizado;2021-01-28 00:00:00;Ponomarenko S. (Ukr);Kovalov O. (Ukr);3;2;[{'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 11, 'away': 13}, {'home': 8, 'away': 11}, {'home': 13, 'away': 11}];1.24;3.5
497;TT Cup (Ucrania);1;g_25_nqeRDJYB;Finalizado;2021-01-28 00:00:00;Shcherbak D. (Ukr);Vovk V. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];1.7;1.96
498;TT Cup (Ucrania);1;g_25_WEwnEDA4;Finalizado;2021-01-28 00:00:00;Simonchuk D. (Ukr);Berezynskyi S. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}];;
499;TT Cup (Ucrania);1;g_25_C8VahzBt;Finalizado;2021-01-28 00:00:00;Masko Y. (Ukr);Boiko S. (Ukr);2;3;[{'home': 11, 'away': 3}, {'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 5, 'away': 11}, {'home': 4, 'away': 11}];;
500;TT Cup (Ucrania);1;g_25_lWLe3ddn;Finalizado;2021-01-28 00:00:00;Kostiuk O. (Ukr);Tsykhotskiy A. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 4, 'away': 11}, {'home': 8, 'away': 11}];2.4;1.48
501;TT Cup (Ucrania);1;g_25_trz4ifQn;Finalizado;2021-01-28 00:00:00;Shkurupii O. (Ukr);Krutko O. (Ukr);3;2;[{'home': 11, 'away': 4}, {'home': 5, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
502;TT Cup (Ucrania);1;g_25_WfB02GBh;Finalizado;2021-01-28 00:00:00;Tovkach M. (Ukr);Tuchkevych V. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];1.38;2.7
503;TT Cup (Ucrania);1;g_25_noQOnWvI;Finalizado;2021-01-28 00:00:00;Levadniy A. (Ukr);Boiko S. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 11, 'away': 1}, {'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}];;
504;TT Cup (Ucrania);1;g_25_EwTjDXPA;Finalizado;2021-01-28 00:00:00;Hilitukha S. (Ukr);Tsykhotskiy A. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 5}, {'home': 7, 'away': 11}];2.08;1.63
505;TT Cup (Ucrania);1;g_25_2eqgV39p;Finalizado;2021-01-28 00:00:00;Masko Y. (Ukr);Shkurupii O. (Ukr);1;3;[{'home': 11, 'away': 4}, {'home': 8, 'away': 11}, {'home': 10, 'away': 12}, {'home': 7, 'away': 11}];2.02;1.67
506;TT Cup (Ucrania);1;g_25_StXfCiuH;Finalizado;2021-01-28 00:00:00;Kostiuk O. (Ukr);Tovkach M. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 3, 'away': 11}];2.6;1.4
507;TT Cup (Ucrania);1;g_25_tnrcUNOj;Finalizado;2021-01-28 00:00:00;Levadniy A. (Ukr);Krutko O. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 9}, {'home': 11, 'away': 9}];1.63;2.08
508;TT Cup (Ucrania);1;g_25_M3WbBBfN;Finalizado;2021-01-28 00:00:00;Hilitukha S. (Ukr);Tuchkevych V. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 4, 'away': 11}, {'home': 11, 'away': 9}, {'home': 10, 'away': 12}];1.38;2.7
509;TT Cup (Ucrania);1;g_25_fkWvg71i;Finalizado;2021-01-28 00:00:00;Shkurupii O. (Ukr);Boiko S. (Ukr);3;2;[{'home': 12, 'away': 10}, {'home': 2, 'away': 11}, {'home': 18, 'away': 16}, {'home': 8, 'away': 11}, {'home': 13, 'away': 11}];;
510;TT Cup (Ucrania);1;g_25_0fV2AV9T;Finalizado;2021-01-28 00:00:00;Tovkach M. (Ukr);Tsykhotskiy A. (Ukr);0;3;[{'home': 10, 'away': 12}, {'home': 10, 'away': 12}, {'home': 8, 'away': 11}];1.7;1.96
511;TT Cup (Ucrania);1;g_25_8hzqhRGc;Finalizado;2021-01-28 00:00:00;Levadniy A. (Ukr);Shkurupii O. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 3}, {'home': 11, 'away': 6}];1.83;1.83
512;TT Cup (Ucrania);1;g_25_jZlN5kIp;Finalizado;2021-01-28 00:00:00;Hilitukha S. (Ukr);Tovkach M. (Ukr);3;2;[{'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 11, 'away': 7}];2.4;1.48
